home,away,homeOdd,drawOdd,awaysOdd,homeR,awayR,matchtime,leagueWK,day
CRY,CHE,3.19,3.18,2.36,1,2,2:02:00,WEEK 15,Saturday
SOU,LEI,2.44,3.21,3.03,1,2,2:02:00,WEEK 15,Saturday
EVE,SHU,1.46,4.36,7.20,1,0,2:02:00,WEEK 15,Saturday
WHU,BUR,1.55,4.05,6.24,1,0,2:02:00,WEEK 15,Saturday
LIV,NOR,1.23,6.21,13.0,3,2,2:02:00,WEEK 15,Saturday
NWC,BRI,1.65,3.63,5.82,3,1,2:02:00,WEEK 15,Saturday
WAT,TOT,3.19,3.18,2.36,0,1,2:02:00,WEEK 15,Saturday
MNC,NWC,1.57,4.03,6.02,4,2,2:04:00,WEEK 16,Saturday
BOU,MNU,3.54,3.00,2.30,0,1,2:04:00,WEEK 16,Saturday
EVE,WOL,2.38,3.20,3.13,1,2,2:04:00,WEEK 16,Saturday
SHU,CHE,4.38,3.33,1.91,3,0,2:04:00,WEEK 16,Saturday
BRI,CRY,2.45,3.19,3.03,3,1,2:04:00,WEEK 16,Saturday
LEI,ARS,2.88,3.23,2.53,1,1,2:04:00,WEEK 16,Saturday
BUR,SOU,3.02,3.19,2.46,1,0,2:04:00,WEEK 16,Saturday
ASV,WAT,2.45,3.19,3.03,3,3,2:04:00,WEEK 16,Saturday
TOT,LIV,3.52,3.65,2.02,0,0,2:04:00,WEEK 16,Saturday
NOR,WHU,3.55,2.98,2.30,0,1,2:04:00,WEEK 16,Saturday
LIV,ASV,1.29,5.52,10.1,3,1,2:06:00,WEEK 17,Saturday
CHE,BRI,1.65,3.63,5.82,6,0,2:06:00,WEEK 17,Saturday
WOL,SHU,1.46,4.36,7.20,0,0,2:06:00,WEEK 17,Saturday
SOU,NOR,1.76,3.44,5.15,2,0,2:06:00,WEEK 17,Saturday
NWC,BOU,1.65,3.63,5.82,0,0,2:06:00,WEEK 17,Saturday
CRY,MNC,6.08,4.37,1.52,0,0,2:06:00,WEEK 17,Saturday
MNU,LEI,2.05,3.21,3.95,3,1,2:06:00,WEEK 17,Saturday
WAT,EVE,3.00,3.16,2.49,1,1,2:06:00,WEEK 17,Saturday
ARS,BUR,1.46,4.38,7.18,2,1,2:06:00,WEEK 17,Saturday
WHU,TOT,2.88,3.23,2.53,2,2,2:06:00,WEEK 17,Saturday
LEI,NWC,2.43,3.23,3.02,3,2,2:08:00,WEEK 18,Saturday
WOL,WAT,1.86,3.42,4.51,0,1,2:08:00,WEEK 18,Saturday
BUR,MNU,4.38,3.33,1.91,0,1,2:08:00,WEEK 18,Saturday
EVE,LIV,4.16,3.81,1.82,1,1,2:08:00,WEEK 18,Saturday
TOT,SOU,1.86,3.41,4.51,2,1,2:08:00,WEEK 18,Saturday
ASV,WHU,2.88,3.14,2.59,1,4,2:08:00,WEEK 18,Saturday
NOR,ARS,4.38,3.33,1.91,2,2,2:08:00,WEEK 18,Saturday
SHU,BRI,2.43,3.24,3.01,4,2,2:08:00,WEEK 18,Saturday
BOU,CRY,2.45,3.19,3.03,1,2,2:08:00,WEEK 18,Saturday
MNC,CHE,1.77,3.63,4.72,1,2,2:08:00,WEEK 18,Saturday
MNU,NOR,1.46,4.38,7.18,1,1,2:10:00,WEEK 19,Saturday
ARS,TOT,2.43,3.24,3.02,0,1,2:10:00,WEEK 19,Saturday
CRY,LEI,2.44,3.21,3.03,1,1,2:10:00,WEEK 19,Saturday
LIV,WOL,1.57,4.03,6.02,3,0,2:10:00,WEEK 19,Saturday
SOU,ASV,1.96,3.25,4.27,2,1,2:10:00,WEEK 19,Saturday
CHE,BOU,1.65,3.63,5.82,2,1,2:10:00,WEEK 19,Saturday
BRI,MNC,7.60,4.66,1.42,2,2,2:10:00,WEEK 19,Saturday
NWC,BUR,1.46,4.36,7.20,3,2,2:10:00,WEEK 19,Saturday
WAT,SHU,1.76,3.44,5.15,4,1,2:10:00,WEEK 19,Saturday
WHU,EVE,2.43,3.23,3.02,1,1,2:10:00,WEEK 19,Saturday
WHU,WOL,2.43,3.23,3.02,2,1,2:12:00,WEEK 20,Saturday
NWC,NOR,1.46,4.36,7.20,3,0,2:12:00,WEEK 20,Saturday
CRY,BUR,1.76,3.44,5.15,1,0,2:12:00,WEEK 20,Saturday
SHU,MNC,8.62,4.90,1.36,0,0,2:12:00,WEEK 20,Saturday
ARS,ASV,1.65,3.63,5.82,0,0,2:12:00,WEEK 20,Saturday
MNU,TOT,2.43,3.24,3.02,0,2,2:12:00,WEEK 20,Saturday
LIV,WAT,1.42,4.55,7.93,2,2,2:12:00,WEEK 20,Saturday
CHE,LEI,2.05,3.21,3.95,1,1,2:12:00,WEEK 20,Saturday
BRI,BOU,2.29,3.02,3.53,1,0,2:12:00,WEEK 20,Saturday
SOU,EVE,3.00,3.16,2.49,1,2,2:12:00,WEEK 20,Saturday
WOL,SOU,1.86,3.42,4.51,1,0,2:14:00,WEEK 21,Saturday
EVE,ARS,2.48,3.20,2.98,2,0,2:14:00,WEEK 21,Saturday
LEI,BRI,1.77,3.43,5.15,0,0,2:14:00,WEEK 21,Saturday
LIV,SHU,1.23,6.21,13.0,4,0,2:14:00,WEEK 21,Saturday
NOR,CRY,3.02,3.19,2.46,0,2,2:14:00,WEEK 21,Saturday
ASV,MNU,3.54,3.00,2.30,3,1,2:14:00,WEEK 21,Saturday
BUR,CHE,4.38,3.33,1.91,1,0,2:14:00,WEEK 21,Saturday
WAT,WHU,2.44,3.21,3.03,0,0,2:14:00,WEEK 21,Saturday
BOU,MNC,7.60,4.66,1.42,1,1,2:14:00,WEEK 21,Saturday
TOT,NWC,2.24,3.07,3.57,2,4,2:14:00,WEEK 21,Saturday
CRY,TOT,3.19,3.18,2.36,1,2,2:16:00,WEEK 22,Saturday
ARS,WOL,2.24,3.07,3.57,2,2,2:16:00,WEEK 22,Saturday
CHE,NOR,1.46,4.38,7.18,1,0,2:16:00,WEEK 22,Saturday
MNU,EVE,2.24,3.07,3.57,1,1,2:16:00,WEEK 22,Saturday
MNC,LEI,1.47,4.38,7.03,3,1,2:16:00,WEEK 22,Saturday
SOU,WAT,2.29,3.00,3.54,1,1,2:16:00,WEEK 22,Saturday
BRI,BUR,1.95,3.29,4.25,1,1,2:16:00,WEEK 22,Saturday
WHU,LIV,5.07,3.91,1.67,0,0,2:16:00,WEEK 22,Saturday
NWC,ASV,1.65,3.63,5.82,0,2,2:16:00,WEEK 22,Saturday
SHU,BOU,2.43,3.24,3.01,1,0,2:16:00,WEEK 22,Saturday
TOT,CHE,2.43,3.24,3.02,5,1,2:18:00,WEEK 23,Saturday
LEI,BOU,1.77,3.43,5.15,4,1,2:18:00,WEEK 23,Saturday
WHU,SHU,1.55,4.05,6.24,3,2,2:18:00,WEEK 23,Saturday
NOR,BRI,2.43,3.24,3.01,2,2,2:18:00,WEEK 23,Saturday
WAT,ARS,3.19,3.18,2.36,0,1,2:18:00,WEEK 23,Saturday
EVE,NWC,2.38,3.20,3.13,1,1,2:18:00,WEEK 23,Saturday
ASV,CRY,2.45,3.19,3.03,1,1,2:18:00,WEEK 23,Saturday
LIV,SOU,1.42,4.55,7.93,0,2,2:18:00,WEEK 23,Saturday
BUR,MNC,8.62,4.90,1.36,3,1,2:18:00,WEEK 23,Saturday
WOL,MNU,2.48,3.20,2.98,1,3,2:18:00,WEEK 23,Saturday
MNU,WAT,1.86,3.41,4.51,1,0,2:20:00,WEEK 24,Saturday
SHU,LEI,3.55,2.98,2.30,0,0,2:20:00,WEEK 24,Saturday
CRY,EVE,3.00,3.16,2.49,1,4,2:20:00,WEEK 24,Saturday
BRI,TOT,3.54,3.00,2.30,3,3,2:20:00,WEEK 24,Saturday
BOU,BUR,1.95,3.29,4.25,1,1,2:20:00,WEEK 24,Saturday
NWC,WOL,2.38,3.20,3.13,0,0,2:20:00,WEEK 24,Saturday
SOU,WHU,2.44,3.21,3.03,2,0,2:20:00,WEEK 24,Saturday
CHE,ASV,1.65,3.63,5.82,5,0,2:20:00,WEEK 24,Saturday
MNC,NOR,1.23,6.21,13.0,3,1,2:20:00,WEEK 24,Saturday
ARS,LIV,3.52,3.65,2.02,1,2,2:20:00,WEEK 24,Saturday
LIV,MNU,1.77,3.63,4.72,1,0,2:22:00,WEEK 25,Saturday
TOT,MNC,3.52,3.65,2.02,0,3,2:22:00,WEEK 25,Saturday
WAT,NWC,3.00,3.16,2.49,2,2,2:22:00,WEEK 25,Saturday
SOU,SHU,1.76,3.44,5.15,2,1,2:22:00,WEEK 25,Saturday
ASV,BRI,2.29,3.02,3.53,0,0,2:22:00,WEEK 25,Saturday
NOR,BOU,2.43,3.24,3.01,1,0,2:22:00,WEEK 25,Saturday
EVE,CHE,2.48,3.20,2.98,0,1,2:22:00,WEEK 25,Saturday
WOL,CRY,1.86,3.42,4.51,0,0,2:22:00,WEEK 25,Saturday
WHU,ARS,2.88,3.23,2.53,2,2,2:22:00,WEEK 25,Saturday
BUR,LEI,3.55,2.98,2.30,0,3,2:22:00,WEEK 25,Saturday
CHE,WOL,2.24,3.07,3.57,1,3,2:24:00,WEEK 26,Saturday
MNC,ASV,1.29,5.52,10.1,1,0,2:24:00,WEEK 26,Saturday
LEI,NOR,1.55,4.05,6.24,3,0,2:24:00,WEEK 26,Saturday
CRY,WAT,2.29,3.00,3.54,0,0,2:24:00,WEEK 26,Saturday
BOU,TOT,3.54,3.00,2.30,0,2,2:24:00,WEEK 26,Saturday
BRI,EVE,3.03,3.20,2.44,2,0,2:24:00,WEEK 26,Saturday
NWC,LIV,4.16,3.81,1.82,1,3,2:24:00,WEEK 26,Saturday
ARS,SOU,1.86,3.41,4.51,1,2,2:24:00,WEEK 26,Saturday
MNU,WHU,2.05,3.21,3.95,2,0,2:24:00,WEEK 26,Saturday
SHU,BUR,2.24,3.07,3.58,0,1,2:24:00,WEEK 26,Saturday
EVE,MNC,4.16,3.81,1.82,3,0,2:26:00,WEEK 27,Saturday
LIV,CRY,1.42,4.55,7.93,3,0,2:26:00,WEEK 27,Saturday
ARS,SHU,1.46,4.38,7.18,1,0,2:26:00,WEEK 27,Saturday
WAT,CHE,3.19,3.18,2.36,0,3,2:26:00,WEEK 27,Saturday
TOT,LEI,2.05,3.21,3.95,1,2,2:26:00,WEEK 27,Saturday
ASV,BOU,2.29,3.02,3.53,1,1,2:26:00,WEEK 27,Saturday
WOL,BRI,1.65,3.63,5.82,2,2,2:26:00,WEEK 27,Saturday
WHU,NWC,2.43,3.23,3.02,2,0,2:26:00,WEEK 27,Saturday
NOR,BUR,2.24,3.07,3.58,1,1,2:26:00,WEEK 27,Saturday
SOU,MNU,3.19,3.18,2.36,1,1,2:26:00,WEEK 27,Saturday
BOU,EVE,3.03,3.20,2.44,3,3,2:28:00,WEEK 28,Saturday
BRI,WAT,2.45,3.19,3.03,1,2,2:28:00,WEEK 28,Saturday
SHU,NOR,2.24,3.07,3.58,2,1,2:28:00,WEEK 28,Saturday
CRY,WHU,2.44,3.21,3.03,1,1,2:28:00,WEEK 28,Saturday
BUR,TOT,4.38,3.33,1.91,1,1,2:28:00,WEEK 28,Saturday
MNC,WOL,1.57,4.03,6.02,3,1,2:28:00,WEEK 28,Saturday
LEI,ASV,1.77,3.43,5.15,3,0,2:28:00,WEEK 28,Saturday
NWC,SOU,1.86,3.42,4.51,2,0,2:28:00,WEEK 28,Saturday
CHE,LIV,3.52,3.65,2.02,1,2,2:28:00,WEEK 28,Saturday
MNU,ARS,2.43,3.24,3.02,1,2,2:28:00,WEEK 28,Saturday
LIV,BRI,1.29,5.52,10.1,2,2,2:30:00,WEEK 29,Saturday
EVE,LEI,2.15,3.09,3.79,2,2,2:30:00,WEEK 29,Saturday
SOU,CRY,2.29,3.00,3.54,0,2,2:30:00,WEEK 29,Saturday
WHU,CHE,2.88,3.23,2.53,2,1,2:30:00,WEEK 29,Saturday
MNU,SHU,1.46,4.38,7.18,3,0,2:30:00,WEEK 29,Saturday
WOL,BOU,1.65,3.63,5.82,2,0,2:30:00,WEEK 29,Saturday
TOT,NOR,1.46,4.38,7.18,1,2,2:30:00,WEEK 29,Saturday
ASV,BUR,1.95,3.29,4.25,3,1,2:30:00,WEEK 29,Saturday
WAT,MNC,6.08,4.37,1.52,0,1,2:30:00,WEEK 29,Saturday
ARS,NWC,2.24,3.07,3.57,2,0,2:30:00,WEEK 29,Saturday
MNC,LIV,2.45,3.19,3.03,1,1,2:32:00,WEEK 30,Saturday
NWC,MNU,2.48,3.20,2.98,0,2,2:32:00,WEEK 30,Saturday
CHE,SOU,1.86,3.41,4.51,2,1,2:32:00,WEEK 30,Saturday
LEI,WOL,2.43,3.23,3.02,0,2,2:32:00,WEEK 30,Saturday
BRI,WHU,2.88,3.14,2.59,0,1,2:32:00,WEEK 30,Saturday
BOU,WAT,2.45,3.19,3.03,2,2,2:32:00,WEEK 30,Saturday
BUR,EVE,3.84,3.16,2.10,0,2,2:32:00,WEEK 30,Saturday
SHU,TOT,4.38,3.33,1.91,2,1,2:32:00,WEEK 30,Saturday
CRY,ARS,3.19,3.18,2.36,5,0,2:32:00,WEEK 30,Saturday
NOR,ASV,2.43,3.24,3.01,2,0,2:32:00,WEEK 30,Saturday
ASV,TOT,3.54,3.00,2.30,0,3,2:34:00,WEEK 31,Saturday
SOU,BRI,1.96,3.25,4.27,1,0,2:34:00,WEEK 31,Saturday
NWC,SHU,1.46,4.36,7.20,1,0,2:34:00,WEEK 31,Saturday
WOL,BUR,1.46,4.36,7.20,3,2,2:34:00,WEEK 31,Saturday
ARS,CHE,2.43,3.24,3.02,3,2,2:34:00,WEEK 31,Saturday
EVE,NOR,1.46,4.36,7.20,1,0,2:34:00,WEEK 31,Saturday
MNU,CRY,1.86,3.41,4.51,0,0,2:34:00,WEEK 31,Saturday
WHU,MNC,5.07,3.91,1.67,0,1,2:34:00,WEEK 31,Saturday
WAT,LEI,2.44,3.21,3.03,2,2,2:34:00,WEEK 31,Saturday
LIV,BOU,1.29,5.52,10.1,2,1,2:34:00,WEEK 31,Saturday
BOU,WHU,2.88,3.14,2.59,2,3,2:36:00,WEEK 32,Saturday
BRI,ARS,3.54,3.00,2.30,0,0,2:36:00,WEEK 32,Saturday
TOT,EVE,2.24,3.07,3.57,3,1,2:36:00,WEEK 32,Saturday
LEI,LIV,5.07,3.91,1.67,0,1,2:36:00,WEEK 32,Saturday
MNC,SOU,1.42,4.55,7.93,2,1,2:36:00,WEEK 32,Saturday
CHE,MNU,2.43,3.24,3.02,0,0,2:36:00,WEEK 32,Saturday
NOR,WOL,3.84,3.16,2.10,0,3,2:36:00,WEEK 32,Saturday
BUR,WAT,3.02,3.19,2.46,0,2,2:36:00,WEEK 32,Saturday
CRY,NWC,3.00,3.16,2.49,2,1,2:36:00,WEEK 32,Saturday
SHU,ASV,2.43,3.24,3.01,2,0,2:36:00,WEEK 32,Saturday
CRY,SHU,1.76,3.44,5.15,1,1,2:38:00,WEEK 33,Saturday
ARS,MNC,3.52,3.65,2.02,1,0,2:38:00,WEEK 33,Saturday
EVE,ASV,1.65,3.63,5.82,2,3,2:38:00,WEEK 33,Saturday
WAT,NOR,1.76,3.44,5.15,2,1,2:38:00,WEEK 33,Saturday
SOU,BOU,1.96,3.25,4.27,2,0,2:38:00,WEEK 33,Saturday
WOL,TOT,2.48,3.20,2.98,0,3,2:38:00,WEEK 33,Saturday
MNU,BRI,1.65,3.63,5.82,3,0,2:38:00,WEEK 33,Saturday
WHU,LEI,2.30,2.97,3.55,0,2,2:38:00,WEEK 33,Saturday
NWC,CHE,2.48,3.20,2.98,0,2,2:38:00,WEEK 33,Saturday
LIV,BUR,1.23,6.21,13.0,6,0,2:38:00,WEEK 33,Saturday
BUR,WHU,3.55,2.98,2.30,2,2,2:40:00,WEEK 34,Saturday
CHE,CRY,1.86,3.41,4.51,2,1,2:40:00,WEEK 34,Saturday
MNC,MNU,1.77,3.63,4.72,2,2,2:40:00,WEEK 34,Saturday
TOT,WAT,1.86,3.41,4.51,1,2,2:40:00,WEEK 34,Saturday
NOR,LIV,8.62,4.90,1.36,2,2,2:40:00,WEEK 34,Saturday
ASV,WOL,3.03,3.20,2.44,0,1,2:40:00,WEEK 34,Saturday
SHU,EVE,3.84,3.16,2.10,1,1,2:40:00,WEEK 34,Saturday
BOU,ARS,3.54,3.00,2.30,2,1,2:40:00,WEEK 34,Saturday
LEI,SOU,1.94,3.32,4.25,0,1,2:40:00,WEEK 34,Saturday
BRI,NWC,3.03,3.20,2.44,2,0,2:40:00,WEEK 34,Saturday
WHU,NOR,1.55,4.05,6.24,4,2,2:42:00,WEEK 35,Saturday
MNU,BOU,1.65,3.63,5.82,0,0,2:42:00,WEEK 35,Saturday
LIV,TOT,1.77,3.63,4.72,2,1,2:42:00,WEEK 35,Saturday
NWC,MNC,4.16,3.81,1.82,2,4,2:42:00,WEEK 35,Saturday
SOU,BUR,1.76,3.44,5.15,2,1,2:42:00,WEEK 35,Saturday
CRY,BRI,1.96,3.25,4.27,1,0,2:42:00,WEEK 35,Saturday
CHE,SHU,1.46,4.38,7.18,0,1,2:42:00,WEEK 35,Saturday
ARS,LEI,2.05,3.21,3.95,2,0,2:42:00,WEEK 35,Saturday
WOL,EVE,2.38,3.20,3.13,1,1,2:42:00,WEEK 35,Saturday
WAT,ASV,1.96,3.25,4.27,6,0,2:42:00,WEEK 35,Saturday
ASV,LIV,7.60,4.66,1.42,1,0,2:44:00,WEEK 36,Saturday
BOU,NWC,3.03,3.20,2.44,2,1,2:44:00,WEEK 36,Saturday
LEI,MNU,2.88,3.23,2.53,0,2,2:44:00,WEEK 36,Saturday
SHU,WOL,3.84,3.16,2.10,1,1,2:44:00,WEEK 36,Saturday
TOT,WHU,2.05,3.21,3.95,2,0,2:44:00,WEEK 36,Saturday
EVE,WAT,1.86,3.42,4.51,2,1,2:44:00,WEEK 36,Saturday
BRI,CHE,3.54,3.00,2.30,1,1,2:44:00,WEEK 36,Saturday
NOR,SOU,3.02,3.19,2.46,1,1,2:44:00,WEEK 36,Saturday
BUR,ARS,4.38,3.33,1.91,1,1,2:44:00,WEEK 36,Saturday
MNC,CRY,1.42,4.55,7.93,2,1,2:44:00,WEEK 36,Saturday
MNU,BUR,1.46,4.38,7.18,4,1,2:46:00,WEEK 37,Saturday
ARS,NOR,1.46,4.38,7.18,3,1,2:46:00,WEEK 37,Saturday
NWC,LEI,2.15,3.09,3.79,1,4,2:46:00,WEEK 37,Saturday
CHE,MNC,3.52,3.65,2.02,0,0,2:46:00,WEEK 37,Saturday
SOU,TOT,3.19,3.18,2.36,0,2,2:46:00,WEEK 37,Saturday
LIV,EVE,1.57,4.03,6.02,1,2,2:46:00,WEEK 37,Saturday
BRI,SHU,1.95,3.29,4.25,0,1,2:46:00,WEEK 37,Saturday
CRY,BOU,1.96,3.25,4.27,1,1,2:46:00,WEEK 37,Saturday
WAT,WOL,3.00,3.16,2.49,2,3,2:46:00,WEEK 37,Saturday
WHU,ASV,1.77,3.43,5.15,3,0,2:46:00,WEEK 37,Saturday
TOT,ARS,2.43,3.24,3.02,0,1,2:48:00,WEEK 38,Saturday
BUR,NWC,3.84,3.16,2.10,0,2,2:48:00,WEEK 38,Saturday
LEI,CRY,1.94,3.32,4.25,2,1,2:48:00,WEEK 38,Saturday
SHU,WAT,3.02,3.19,2.46,1,1,2:48:00,WEEK 38,Saturday
MNC,BRI,1.29,5.52,10.1,6,0,2:48:00,WEEK 38,Saturday
ASV,SOU,2.45,3.19,3.03,2,0,2:48:00,WEEK 38,Saturday
WOL,LIV,4.16,3.81,1.82,2,3,2:48:00,WEEK 38,Saturday
BOU,CHE,3.54,3.00,2.30,0,3,2:48:00,WEEK 38,Saturday
EVE,WHU,2.15,3.09,3.79,1,0,2:48:00,WEEK 38,Saturday
NOR,MNU,4.38,3.33,1.91,1,1,2:48:00,WEEK 38,Saturday
WHU,BRI,1.77,3.43,5.15,2,1,2:50:00,WEEK 01,Saturday
SHU,WOL,3.84,3.16,2.10,2,0,2:50:00,WEEK 01,Saturday
SOU,MNU,3.19,3.18,2.36,4,1,2:50:00,WEEK 01,Saturday
NOR,LEI,3.55,2.98,2.30,1,1,2:50:00,WEEK 01,Saturday
LIV,CRY,1.42,4.55,7.93,2,0,2:50:00,WEEK 01,Saturday
EVE,NWC,2.38,3.20,3.13,2,2,2:50:00,WEEK 01,Saturday
MNC,BOU,1.29,5.52,10.1,1,0,2:50:00,WEEK 01,Saturday
TOT,ASV,1.65,3.63,5.82,3,1,2:50:00,WEEK 01,Saturday
CHE,WAT,1.86,3.41,4.51,2,2,2:50:00,WEEK 01,Saturday
ARS,BUR,1.46,4.38,7.18,1,1,2:50:00,WEEK 01,Saturday
ASV,NOR,1.95,3.29,4.25,2,1,2:52:00,WEEK 02,Saturday
WOL,WHU,2.15,3.09,3.79,0,0,2:52:00,WEEK 02,Saturday
BRI,EVE,3.03,3.20,2.44,1,0,2:52:00,WEEK 02,Saturday
WAT,TOT,3.19,3.18,2.36,0,2,2:52:00,WEEK 02,Saturday
BUR,LEI,3.55,2.98,2.30,1,2,2:52:00,WEEK 02,Saturday
BOU,CHE,3.54,3.00,2.30,1,1,2:52:00,WEEK 02,Saturday
CRY,SHU,1.76,3.44,5.15,1,0,2:52:00,WEEK 02,Saturday
ARS,SOU,1.86,3.41,4.51,0,2,2:52:00,WEEK 02,Saturday
MNU,LIV,3.52,3.65,2.02,0,1,2:52:00,WEEK 02,Saturday
NWC,MNC,4.16,3.81,1.82,1,0,2:52:00,WEEK 02,Saturday
WHU,CRY,1.94,3.32,4.25,0,0,2:54:00,WEEK 03,Saturday
SOU,BUR,1.76,3.44,5.15,3,0,2:54:00,WEEK 03,Saturday
CHE,NWC,2.24,3.07,3.57,1,1,2:54:00,WEEK 03,Saturday
TOT,BOU,1.65,3.63,5.82,0,1,2:54:00,WEEK 03,Saturday
LEI,ASV,1.77,3.43,5.15,1,0,2:54:00,WEEK 03,Saturday
LIV,ARS,1.77,3.63,4.72,2,1,2:54:00,WEEK 03,Saturday
EVE,WOL,2.38,3.20,3.13,3,1,2:54:00,WEEK 03,Saturday
SHU,MNU,4.38,3.33,1.91,1,1,2:54:00,WEEK 03,Saturday
MNC,BRI,1.29,5.52,10.1,0,0,2:54:00,WEEK 03,Saturday
NOR,WAT,3.02,3.19,2.46,1,2,2:54:00,WEEK 03,Saturday
BUR,ASV,2.43,3.24,3.01,0,1,2:56:00,WEEK 04,Saturday
CRY,EVE,3.00,3.16,2.49,2,1,2:56:00,WEEK 04,Saturday
ARS,SHU,1.46,4.38,7.18,2,2,2:56:00,WEEK 04,Saturday
BOU,NOR,1.95,3.29,4.25,5,0,2:56:00,WEEK 04,Saturday
BRI,CHE,3.54,3.00,2.30,1,0,2:56:00,WEEK 04,Saturday
MNU,WHU,2.05,3.21,3.95,2,2,2:56:00,WEEK 04,Saturday
WAT,LEI,2.44,3.21,3.03,1,2,2:56:00,WEEK 04,Saturday
NWC,TOT,2.48,3.20,2.98,3,2,2:56:00,WEEK 04,Saturday
WOL,MNC,4.16,3.81,1.82,0,1,2:56:00,WEEK 04,Saturday
SOU,LIV,6.08,4.37,1.52,2,1,2:56:00,WEEK 04,Saturday
ASV,WAT,2.45,3.19,3.03,0,0,2:58:00,WEEK 05,Saturday
SHU,SOU,3.02,3.19,2.46,3,2,2:58:00,WEEK 05,Saturday
MNC,CRY,1.42,4.55,7.93,2,0,2:58:00,WEEK 05,Saturday
TOT,BRI,1.65,3.63,5.82,2,0,2:58:00,WEEK 05,Saturday
LEI,BOU,1.77,3.43,5.15,1,0,2:58:00,WEEK 05,Saturday
NOR,NWC,3.84,3.16,2.10,0,0,2:58:00,WEEK 05,Saturday
WHU,ARS,2.88,3.23,2.53,2,2,2:58:00,WEEK 05,Saturday
EVE,MNU,2.48,3.20,2.98,1,3,2:58:00,WEEK 05,Saturday
CHE,WOL,2.24,3.07,3.57,2,2,2:58:00,WEEK 05,Saturday
LIV,BUR,1.23,6.21,13.0,2,1,2:58:00,WEEK 05,Saturday
NWC,LEI,2.15,3.09,3.79,4,2,3:00:00,WEEK 06,Saturday
BUR,WAT,3.02,3.19,2.46,0,0,3:00:00,WEEK 06,Saturday
LIV,SHU,1.23,6.21,13.0,3,0,3:00:00,WEEK 06,Saturday
CRY,CHE,3.19,3.18,2.36,1,0,3:00:00,WEEK 06,Saturday
ARS,EVE,2.24,3.07,3.57,1,3,3:00:00,WEEK 06,Saturday
